time_s,gap_error_car_2_m,gap_error_car_3_m,gap_error_car_4_m,gap_error_car_5_m
51.900000,0.107462,0.042962,-0.174128,-0.441423
52.000000,0.116240,0.069324,-0.136305,-0.400669
52.100000,0.123931,0.093979,-0.099595,-0.360320
52.200000,0.130618,0.116969,-0.064048,-0.320429
52.300000,0.136380,0.138337,-0.029707,-0.281049
52.400000,0.141291,0.158130,0.003391,-0.242233
52.500000,0.145418,0.176398,0.035216,-0.204033
52.600000,0.148825,0.193193,0.065742,-0.166500
52.700000,0.151571,0.208570,0.094950,-0.129685
52.800000,0.153712,0.222581,0.122827,-0.093634
52.900000,0.155300,0.235284,0.149365,-0.058394
53.000000,0.156382,0.246734,0.174559,-0.024007
53.100000,0.157004,0.256987,0.198412,0.009485
53.200000,0.157206,0.266097,0.220929,0.042045
53.300000,0.157028,0.274122,0.242120,0.073638
53.400000,0.156506,0.281114,0.261998,0.104233
53.500000,0.155672,0.287128,0.280579,0.133801
53.600000,0.154558,0.292217,0.297884,0.162317
53.700000,0.153192,0.296431,0.313936,0.189759
53.800000,0.151602,0.299822,0.328759,0.216110
53.900000,0.149812,0.302437,0.342382,0.241353
54.000000,0.147844,0.304325,0.354834,0.265477
54.100000,0.145720,0.305531,0.366145,0.288473
54.200000,0.143459,0.306101,0.376351,0.310335
54.300000,0.141080,0.306076,0.385483,0.331060
54.400000,0.138598,0.305498,0.393578,0.350650
54.500000,0.136029,0.304407,0.400671,0.369106
54.600000,0.133387,0.302841,0.406800,0.386435
54.700000,0.130686,0.300836,0.412002,0.402645
54.800000,0.127936,0.298428,0.416314,0.417746
54.900000,0.125148,0.295649,0.419775,0.431752
55.000000,0.122333,0.292532,0.422422,0.444678
55.100000,0.119500,0.289107,0.424292,0.456541
55.200000,0.116657,0.285402,0.425424,0.467360
55.300000,0.113810,0.281445,0.425854,0.477156
55.400000,0.110968,0.277262,0.425620,0.485951
55.500000,0.108136,0.272878,0.424758,0.493768
55.600000,0.105320,0.268315,0.423303,0.500632
55.700000,0.102524,0.263595,0.421291,0.506570
55.800000,0.099754,0.258739,0.418755,0.511609
55.900000,0.097014,0.253766,0.415729,0.515776
56.000000,0.094306,0.248695,0.412247,0.519101
56.100000,0.091634,0.243543,0.408339,0.521612
56.200000,0.089001,0.238325,0.404036,0.523339
56.300000,0.086409,0.233056,0.399369,0.524313
56.400000,0.083860,0.227751,0.394366,0.524564
56.500000,0.081357,0.222422,0.389055,0.524122
56.600000,0.078900,0.217082,0.383464,0.523019
56.700000,0.076491,0.211741,0.377617,0.521285
56.800000,0.074132,0.206410,0.371541,0.518951
56.900000,0.071822,0.201098,0.365259,0.516047
57.000000,0.069563,0.195815,0.358794,0.512604
57.100000,0.067354,0.190568,0.352167,0.508651
57.200000,0.065198,0.185364,0.345401,0.504217
57.300000,0.063092,0.180211,0.338514,0.499333
57.400000,0.061038,0.175114,0.331525,0.494027
57.500000,0.059036,0.170079,0.324453,0.488326
57.600000,0.057085,0.165112,0.317315,0.482259
57.700000,0.055184,0.160215,0.310127,0.475852
57.800000,0.053335,0.155394,0.302903,0.469131
57.900000,0.051535,0.150652,0.295659,0.462122
58.000000,0.049785,0.145992,0.288408,0.454850
58.100000,0.048084,0.141417,0.281162,0.447339
58.200000,0.046431,0.136929,0.273934,0.439612
58.300000,0.044826,0.132530,0.266735,0.431692
58.400000,0.043268,0.128221,0.259574,0.423600
58.500000,0.041755,0.124004,0.252462,0.415359
58.600000,0.040288,0.119881,0.245407,0.406987
58.700000,0.038865,0.115851,0.238418,0.398504
58.800000,0.037486,0.111915,0.231502,0.389929
58.900000,0.036150,0.108074,0.224666,0.381281
59.000000,0.034855,0.104328,0.217917,0.372574
59.100000,0.033600,0.100676,0.211261,0.363827
59.200000,0.032386,0.097118,0.204702,0.355055
59.300000,0.031211,0.093654,0.198245,0.346271
59.400000,0.030073,0.090283,0.191895,0.337491
59.500000,0.028973,0.087004,0.185656,0.328727
59.600000,0.027909,0.083817,0.179530,0.319992
59.700000,0.026880,0.080721,0.173521,0.311297
59.800000,0.025885,0.077713,0.167631,0.302653
59.900000,0.024924,0.074794,0.161863,0.294072
60.000000,0.023995,0.071962,0.156217,0.285561
60.100000,0.023098,0.069216,0.150696,0.277131
60.200000,0.022231,0.066554,0.145300,0.268790
60.300000,0.021394,0.063974,0.140030,0.260546
60.400000,0.020586,0.061476,0.134887,0.252405
60.500000,0.019806,0.059057,0.129871,0.244375
60.600000,0.019054,0.056716,0.124982,0.236460
60.700000,0.018328,0.054452,0.120220,0.228668
60.800000,0.017628,0.052263,0.115584,0.221002
60.900000,0.016952,0.050146,0.111074,0.213467
61.000000,0.016301,0.048101,0.106689,0.206068
61.100000,0.015673,0.046126,0.102427,0.198807
61.200000,0.015067,0.044219,0.098289,0.191688
61.300000,0.014484,0.042378,0.094271,0.184713
61.400000,0.013921,0.040602,0.090373,0.177886
61.500000,0.013380,0.038889,0.086594,0.171206
61.600000,0.012858,0.037237,0.082932,0.164677
61.700000,0.012355,0.035645,0.079384,0.158299
61.800000,0.011870,0.034111,0.075950,0.152074
61.900000,0.011404,0.032633,0.072627,0.146001
62.000000,0.010955,0.031210,0.069413,0.140081
